,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
1852,20971,Sasha Vorobviov,15208,NYT,7,12,1990,-999,-999,1989,1,9007029,1,H.U.D. project on Ninth Street Halted by Judge,1,La Plaze Defense League,sued H.U.D. housing project,9th Street,GOVT,no violation of policy which would negatively affect people in area,"COLLECTIVE, CLAIMS MADE, PUBLIC",4,B,9,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,La Plaza Defense League,,,,1338,1,1331,3,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,-999,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,hud project on ninth street halted by judge,1990/07/12/0367696.xml
1853,20972,Sasha Vorobviov,15208,NYT,7,15,1990,7,14,1990,1,9007030,1,Colorado Prairie Dog Shoot Takes Place Despite Protests,0,Animal Rights Activists,protested events,"Nucla, CO",participants in the shoot,animal rights,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,,3,1,CO,,,,1,NUCLA,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,2600,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,709,colorado prairie dog shoot takes place despite protests,1990/07/15/0368522.xml
1854,20973,Sasha Vorobviov,15208,NYT,7,15,1990,-999,-999,1990,1,9007031,1,Colorado Prairie Dog Shoot Takes Place Despite Protests,1,Animal Rights supporters,lobbied to have event cancelled,"Nucla, CO",shoot organizers,animal rights,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,,3,1,CO,,,,1,NUCLA,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,2,1,2,-999,-999,0,-999,,,,,2600,1,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,40,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,709,colorado prairie dog shoot takes place despite protests,1990/07/15/0368522.xml
1855,20974,Sasha Vorobviov,15208,NYT,7,16,1990,-999,-999,1990,180,9007034,1,Diplomacy fails to End Store Boycott in Flatbush,1,residents - black primarily,boycotted Korean owned store,Brooklyn,Korean Store owner,more business opportunities wanted,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,1,35,1,NY,,,,1,BROOKLYN,,-999,,0,-999,3,1,1500,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1509,1,-999,-999,-999,-999,-999,-999,14,-999,-999,-999,59,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9007034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,diplomacy fails to end store boycott in flatbush,1990/07/16/0368696.xml
1856,20975,Sasha Vorobviov,15208,NYT,7,18,1990,7,-999,1990,1,9007036,1,2 WONT BE CHARGED IN BOMBING CASE,0,environmental and other groups,urged investigation into bomb in car of 2 environmental activists in a,San Francisco,GOVT,full investigation,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,A,13,1,CA,,,,1,SAN FRANCISCO,,-999,,0,-999,1,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,4,Earth Island Institute,National Organization for Women,National Lawyers Guild - San Francisco,G,1400,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,66,-999,-999,-999,0,-999,0,0,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,799,2 wont be charged in bombing case,1990/07/18/0369270.xml
1857,20976,Sasha Vorobviov,15208,NYT,7,21,1990,7,19,1990,1,9007039,1,SANDINISTAS U.S. FRIENDS: CASE OF DASHED IDEALS,0,Nicaragua Solidarity Network of Greater NY,demonstrated pro-sandinista,Washington Square Park,GOVT,show anti-contra views,"COLLECTIVE, CLAIMS MADE, PUBLIC",23,,18,1,NY,,,,1,NEW YORK,,1,Washington Square Park,0,-999,3,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Nicaragua Solidarity Network of Greater,,,,741,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,7,33,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1914,sandinistas us friends case of dashed ideals,1990/07/21/0370109.xml
1858,20977,Sasha Vorobviov,15208,NYT,7,22,1990,6,-999,1990,1,9007040,2,Tax Increase: Challenges Amid the Furor,1,Residents,protesting rising taxes (and governor),Trenton,"GOVERNOR, GOVT",keep taxes down,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,N,141,1,NJ,,,,1,TRENTON,,-999,,0,-999,4,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Hands Behind New Jersey,,,,1306,2,1336,2,-999,-999,-999,-999,1,9,-999,-999,20,1,18,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9007040,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,107,tax increase challenges amid the furor,1990/07/22/0370685.xml
1859,20978,Sasha Vorobviov,15208,NYT,7,23,1990,7,22,1990,1,9007042,1,Gay Rights Protesters Demonstrate Against State Senate Majority Leader,0,Gay Rights Activists,protested blocking of anti-hate crime law outside Sentors House,"Multontown, Long Island",Ralph Marino,Gay Rights,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,B,1,1,NY,,,,1,MUTTONTOWN,,-999,,0,-999,3,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,1,1,Act-Up,,,,2525,1,1336,2,-999,-999,-999,-999,1,-999,-999,-999,20,33,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,gay rights protesters demonstrate against state senate majority leader,1990/07/23/0370886.xml
1860,20979,Sasha Vorobviov,15208,NYT,7,24,1990,-999,-999,-999,1,9007043,1,School Study Assails New York Failure Rate,1,Educational Priorities Panel,released study,New York,N.Y. Education system,better education,"COLLECTIVE, CLAIMS MADE, PUBLIC",4,B,5,1,NY,,,,0,,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,Educational Priorities Panel,,,,1342,3,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,98,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,school study assails new york failure rate,1990/07/24/0371072.xml
1861,20980,Sasha Vorobviov,15208,NYT,7,29,1990,7,28,1990,1,9007049,1,Ku Klux Klan Stages Parade Through Palm Beach,0,Klu Klux Klan,marched,Palm Beach,,publicity r,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,N,9,1,FL,,,,1,PALM BEACH,,-999,,1,30,-999,1,430,-999,-999,-999,-999,-999,0,0,-999,-999,-999,-999,1,1,Klu Klux Klan,,,,2502,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,ku klux klan stages parade through palm beach,1990/07/29/0372568.xml
1862,20981,Sasha Vorobviov,15208,NYT,7,30,1990,7,-999,1990,1,9007053,1,A Crumbling Pool Divides a Neighborhood,0,residents,marched at demonstration to restore pool,"McCarren Park, NY",,restoration of local pool,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,B,21,1,NY,,,,1,NEW YORK,,1,Brooklyn,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,3,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,1,20,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,a crumbling pool divides a neighborhood,1990/07/30/0372640.xml
1863,20982,Sasha Vorobviov,15208,NYT,7,31,1990,7,-999,1990,1,9007056,1,Tough Abortion Law at Issue,0,doctors and pro-choice/abortion clincs,asked judge to refuse major parts of anti-abortion law,"Reading, PA",,reduce strictness of abortion laws,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,10,1,PA,,,,1,READING,,-999,,0,-999,2,1,100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,2400,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,tough abortion law at issue,1990/07/31/0372805.xml
1864,20983,Sasha Vorobviov,15208,NYT,7,31,1990,7,30,1990,1,9007057,1,Schools in Utah Sued on Graduation Prayer,0,ACLU,filed suit,Salt Lake City,Utah Schools,religious freedom/equality,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,5,1,UT,,,,1,SALT LAKE CITY,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,American Civil Liberties Union,,,,1400,3,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,schools in utah sued on graduation prayer,1990/07/31/0372849.xml
1865,20986,Lauren Wechsler,15206,NYT,8,1,1990,7,-999,1990,1,9008001,1,Souter Nomination Stirs Abortion Rights Groups,1,Planned Parenthood Action Fund,direct mailing campaign,nationwide,GOVT,solicit contributions to fund campaign to protest Souter as Supreme Court Nominee,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,17,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,PLANNED PARENTHOOD ACTION FUND,,,,1336,2,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,66,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2099,souter nomination stirs abortion rights groups,1990/08/01/0372988.xml
1866,20987,Lauren Wechsler,15206,NYT,8,2,1990,8,1,1990,1,9008008,1,EVIDENCE SHOWS YOUTHS HANDS UP WHEN TEANECK OFFICER KILLED HIM,0,5 SMOs,held news conference,"Teaneck, NJ",GOVT,called for Attorney General to issue a clear statement about whether victim of police sh,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,A,32,1,NJ,,,,1,TEANECK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,NAACP,,,,1518,1,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,evidence shows youths hands up when teaneck officer killed him,1990/08/02/0373205.xml
1867,20988,Lauren Wechsler,15206,NYT,8,2,1990,8,1,1990,1,9008014,1,Disputed Art Show Opens Peacefully,0,demonstators,marched,"Boston, Mass",opponents of photograph exhibit,support Free Speech,"COLLECTIVE, CLAIMS MADE, PUBLIC",10,A,20,1,MA,,,,1,BOSTON,,-999,,1,300,-999,2,1800,-999,100,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1340,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,20,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,disputed art show opens peacefully,1990/08/02/0373181.xml
1868,20989,Lauren Wechsler,15206,NYT,8,2,1990,8,1,1990,1,9008016,1,Group of Blacks Sees Hiring Bias By Morgenthau,0,"group of black legislators, clergy members, and lead",held press conference,"NY, NY",District Attorney,chargehe was excluding blacks from policy-making roles in his office,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,B,20,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,3,401,100,401,1100,401,1500,1,1,1,-999,-999,-999,0,-999,,,,,1336,2,1505,1,-999,-999,-999,-999,15,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2099,group of blacks sees hiring bias by morgenthau,1990/08/02/0373202.xml
1869,20990,Lauren Wechsler,15206,NYT,8,3,1990,-999,-999,1990,1,9008017,1,AIDS Services to the Homeless to be Expanded,1,Coalition for Homeless and ACLU,filed suit,"NY, NY",city,to require individual housing for homeless with AIDS,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,B,14,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,2,COALITION FOR THE HOMELESS,AMERICAN CIVIL LIBERTIES UNTION,,,1311,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1409,aids services to the homeless to be expanded,1990/08/03/0373469.xml
1870,20991,Lauren Wechsler,15206,NYT,8,4,1990,2,-999,1989,1,9008018,1,Mental Health Lawsuit Is Settled in Maine,1,4 advocacy groups for institutionalized people,filed lawsuit,"Augusta, Maine",Augusta Mental Health Institute,on behalf of mental patients who said they were denied adequate medical care,"COLLECTIVE, CLAIMS MADE, PUBLIC",10,A,6,1,ME,,,,1,AUGUSTA,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,5,-999,-999,-999,0,-999,,,,,2100,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,205,mental health lawsuit is settled in maine,1990/08/04/0373538.xml
1871,20992,Lauren Wechsler,15206,NYT,8,5,1990,8,4,1990,1,9008019,1,Teaneck Residents Keep Pressure on Grand Jury,0,residents,marched,"Teaneck, NJ",GOVT,keep pressure on grand jury investigation into the shooting a black teenager by a white,"COLLECTIVE, CLAIMS MADE, PUBLIC",28,B,1,1,NJ,,,,1,TEANECK,,-999,,1,300,-999,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1518,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,teaneck residents keep pressure on grand jury,1990/08/05/0374018.xml
1872,20993,Lauren Wechsler,15206,NYT,8,5,1990,8,4,1990,1,9008021,1,Disputed Arts Grants to Be Reconsidered,0,16 members of OUT,DISRUPTED MEETING OF THE NATL COUNCIL ON THE ARTS,DC,GOVT,demand reinstatement of grants to gay artists,"COLLECTIVE, CLAIMS MADE, PUBLIC",24,A,19,1,DC,,,,1,WASHINGTON,,-999,,1,16,-999,1,1800,600,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,OUT,,,,1606,1,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,-999,-999,-999,0,-999,0,1,1,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,disputed arts grants to be reconsidered,1990/08/05/0374050.xml
1873,20994,Lauren Wechsler,15206,NYT,8,5,1990,-999,-999,1989,1,9008022,1,QUIET TRIAL COULD LEAD TO MAJOR ABORTION RULING,1,a group of doctors and abortion clinics and ACLU,filed lawsuit,"Reading, PA",GOVT,challenged lawsuit creating abortion clinics b/c it violates free speech and right to pr,"COLLECTIVE, CLAIMS MADE, PUBLIC",24,A,21,1,PA,,,,1,READING,,-999,,0,-999,2,2,1800,-999,100,-999,-999,-999,1,1,1,-999,-999,-999,1,1,AMERICAN CIVIL LIBERTIES UNION,,,,2400,1,1340,1,1338,2,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,quiet trial could lead to major abortion ruling,1990/08/05/0374030.xml
1874,20995,Lauren Wechsler,15206,NYT,8,6,1990,10,-999,1987,1,9008023,1,VERMONT JUSTICES SAY INDIANS MAY FISH WITHOUT LICENSES,1,30 Abenakis Native Americans,fished w/o license in demonstration,Vermont,GOVT,demonstration of this right,"COLLECTIVE, CLAIMS MADE, PUBLIC",8,B,10,1,VT,,,,-999,,,1,Missiquoi River,1,30,-999,1,435,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1700,1,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,vermont justices say indians may fish without licenses,1990/08/06/0374210.xml
1875,20996,Lauren Wechsler,15206,NYT,8,7,1990,8,6,1990,1,9008024,1,"TO YOUNG MILWAUKEE DRIVERS, CRUISING BAN IS UN-AMERICAN",0,ACLU,filed suit,Milwaukee,GOVT,protest ban on cruising,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,A,13,1,WI,,,,1,MILWAUKEE,,-999,,0,-999,2,2,1800,-999,700,-999,-999,-999,1,1,1,-999,-999,-999,1,1,AMERICAN CIVIL LIBERTIES UNION,,,,1338,2,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,to young milwaukee drivers cruising ban is unamerican,1990/08/07/0374323.xml
1876,20997,Lauren Wechsler,15206,NYT,8,7,1990,6,-999,1990,1,9008025,1,"TO YOUNG MILWAUKEE DRIVERS, CRUISING BAN IS UN-AMERICAN",1,residents,picketed,Milwaukee,GOVT,protest ban on cruising,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,A,13,1,WI,,,,1,MILWAUKEE,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,to young milwaukee drivers cruising ban is unamerican,1990/08/07/0374323.xml
1877,20998,Lauren Wechsler,15206,NYT,8,7,1990,8,6,1990,1,9008026,1,Trenton Reacts to Possibilities of Long Protest,0,Tax Protest Group,petition,"Trenton, NJ",GOVT,protest tax policy,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,B,20,1,NJ,,,,1,TRENTON,,-999,,0,-999,2,1,1800,1500,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,HANDS ACROSS AMERICA,,,,1306,2,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,107,trenton reacts to possibilities of long protest,1990/08/07/0374386.xml
1878,20999,Lauren Wechsler,15206,NYT,8,8,1990,-999,-999,1990,1,9008027,1,PRESSURE FOR ENGLISH-ONLY JOB RULES STIRRING A SHARP DEBATE ACROSS U.S.,1,1 person and the ACLU,filed suit,Southern California,Pomona Valley Hospital,for barring use of her national language on the job,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,36,1,CA,,,,-999,,,1,Pomona Valley Hospital,1,1,-999,2,415,-999,1800,-999,-999,-999,1,1,5,-999,-999,-999,1,1,AMERICAN CIVIL LIBERTIES UNION,,,,1903,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,pressure for englishonly job rules stirring a sharp debate across us,1990/08/08/0374524.xml
1879,21000,Lauren Wechsler,15206,NYT,8,9,1990,-999,-999,1987,1,9008030,1,Demonstrator Maimed by Navy Train Settles Suit,1,Demonstrators,sitting on railroad tracks outside Naval Station,"SF, CA",GOVT,protest US weapon shipments to Central America,"COLLECTIVE, CLAIMS MADE, PUBLIC",8,B,10,1,CA,,,,1,SAN FRANCISCO,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,721,1,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,45,57,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,1,0,,-999,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1605,demonstrator maimed by navy train settles suit,1990/08/09/0374718.xml
1880,21001,Lauren Wechsler,15206,NYT,8,9,1990,8,9,1990,1,9008031,3,Jogger Attack is Recounted by Prosecutor,0,12 spectators of trial,rose in protest and walked out of the courtroom during closing argumen,"NY, NY",prosecutors and police,protest trial of defendants,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,B,100,1,NY,,,,1,NEW YORK,,-999,,1,12,-999,1,401,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1518,1,-999,-999,-999,-999,-999,-999,98,-999,-999,-999,21,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,jogger attack is recounted by prosecutor,1990/08/09/0374772.xml
1881,21002,Lauren Wechsler,15206,NYT,8,9,1990,-999,-999,1990,1,9008034,1,"BAR GROUP, IN SHIFT, ADOPTS NEUTRAL POLICY ON ABORTION",1,members of the American Bar Association,resigned,,ABA,protest its stance in favor of abortion rights,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,A,20,-999,,,,,-999,,,-999,,0,-999,5,2,100,-999,1800,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,2400,2,-999,-999,-999,-999,-999,-999,98,-999,-999,-999,54,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,208,bar group in shift adopts neutral policy on abortion,1990/08/09/0374720.xml
1882,21003,Lauren Wechsler,15206,NYT,8,10,1990,8,-999,1990,1,9008035,1,Military Takes Part in Drug Sweep and Reaps Criticism and a Lawsuit,0,residents,demonstrated at entrance to campaign staging area,"Garberville, CA",GOVT,PROTEST MILITARYS PART IN DRUGE SWEEP,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,34,1,CA,,,,1,GARBERVILLE,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,712,1,-999,-999,-999,-999,1,-999,-999,-999,20,48,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,military takes part in drug sweep and reaps criticism and a lawsuit,1990/08/10/0375075.xml
1883,21004,Lauren Wechsler,15206,NYT,8,10,1990,8,-999,1990,1,9008036,1,Military Takes Part in Drug Sweep and Reaps Criticism and a Lawsuit,0,Residents,filed suit,"Garberville, CA",GOVT,seeking to ban use of Army Troops for domestic enforcement of anti-drug laws,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,34,1,CA,,,,1,GARBERVILLE,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,712,1,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,military takes part in drug sweep and reaps criticism and a lawsuit,1990/08/10/0375075.xml
1884,21005,Lauren Wechsler,15206,NYT,8,10,1990,-999,-999,-999,1,9008037,1,F.B.I. SETTLES BLACK AGENTS SUIT ON RACE BIAS,1,black FBI agent,filed suit,DC,GOVT,charge FBI with racial discrimination and harrassment,"COLLECTIVE, CLAIMS MADE, PUBLIC",13,A,14,1,DC,,,,1,WASHINGTON,,-999,,1,1,-999,1,401,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1505,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,fbi settles black agents suit on race bias,1990/08/10/0375064.xml
